authorid,paperids
1387280,805873 1612107 984935 2013449 271153 1630471 19213 289831 322735 1142690 1426507 448635 2039051 2130441 1556932 533597 484231 1678062 1511957 980136 858789 2085549 1837218 882141 385277 2097611 921981 995663 1608617 115922 2036201 214857 1718541 1103564 1170503 1225946 1131769 278112 997922 208182 1352571 623756 978321 1250363 2144781 55090 1008579 509257 1336885 7402 169001 1154686 1177386 1482939 1805506 991602 1406448 1786132 2217415 1156243 1691948 1292925 697802 176105 616364 257822 1952765 542211 451815 572845 2099716 867326 1834432 69951 432174 1391836 2080275 972781 1266935 197820 945060 2254162 970617 1871884 372811 1139776 304726 788344 1367808 953585 628436 1450426 24359 753416 887008 1606499 1909327 1494347 2204299 2028542 2138570 197673 598245 1267753 303718 635902 1385378 1666567 440842 2252391 1528179 1428525 893433 29580 1850285 427425 326501 334900 2063828 775801 1831926 1215882 2084612 1113815 131735 878830 837645 1156728 448574 1254695 1282844 1962652 1800374 2152541 401917 22842 2177210 1248895 397782 512873 763738 1474498 1244013 593692 1943449 313126 2169758 2243941 1692882 586985 2049161 742433 2045974 1017978 646634 1006568 958096 1728991 2015962 428973 930862 2054018 778648 262067 1218777 1177132 1100369 819925 317395 949646 1953127 1241106 274486 2033172 1796785 1605286 367404 2100398 1244234 529067 677794 1290573 349630 1803212 1403776 203079 1469247 1836702 812279 1222322 112836 1182608 1730002 1523612 1137401 617929 435952 2249310 443549 2010106 631480 1245875 106262 2184607 1084501 688078 706977 462181 1040975 464754 498909 1102354 1079415 2220846 390968 1290604 129645 25418 1103757 531209 538541 519464 1506886 115402 621443 1810034 589311 1353149 399085 920613 463606 537745 2035616 663585 1043769 1008893 719163 1564183 170420 2058236 1392015 2184852 174452 1518163 1376215 1425349 1476264 2222864 744952 1292095 1901884 685813 70655 413492 2007791 71707 1093000 547162 454310 134809 1811423 433357 1621718 725065 1098006 1445604 1597072 92468 2200004 731280 1362088 2187771 1744905 1402805 2086360 1443036 425430 351827 420567 1677892 814474 1653301 2009014 1451097 655341 1248613 1478639 2033174 112770 1460686 1586407 816987 2016247 1984748 640896 1643777 2001665 1750638 609936 366188 1233941 643121 1135601 2130935 154825 775727 39438 412345 1204999 817087 1407588 2048065 111423 307679 2009815 917304 1464521 1561302 2033655 1071172 1954811 1832745 969792 394448 2028037 923386 1874275 946280 1024357 556434 402001 1430427 1695682 1673573 1564210 1631364 822471 148528 2031059 1868609 35323 46672 1948557 1922515 519546 1718854 912507 983348 1783225 969424 1230409 52258 1208219 2057444 2212759 915648 153105 1864144 1233382 1028008 2085147 709282 2255461 1698800 985634 1773067 1383603 1339312 1843329 711987 2173674 663671 478513 926416 1064487 946717 1054260 1796139 2006532 690692 2036859 698346 856690 1915392 1844577 534910 2023562 1801957 2065391 1285974 721720 1936067 1437822 719763 409023 993858 173540 2064145 1968086 395155 1220609 229855 127950 1725795 2256063 170067 1073298 1147801 155278 1328977 1622838 789203 333194 458293 554189 2080037 54846 1328718 410839 1922402 2127118 708538
1392065,295972 1350902 2038022 157437 355641 1634549 1034459 1247207 1710659 1487759 1912912 1902474 749756 286537 1391518 1819630 508336 278021 164819 1102110 210670
1392508,2172907 1549163 945834 384698 399161 1871550 879046 1518739 2147089 1499541 73767 1654325 1382041 1704172 791677 2232266 1828826 685638 600171 59597 1986316 776155 542364 339331 2194108 1070860 491864 1263080 197483 727290 477828 1780244 510779 2013491
1394902,1701615 1712037 783312 2182192 1184853 1135656 1784625 517992 1598953 206448 1605106
1396641,1616051 1280917 940459 1147103 448050 2184185 1878898 1157844
1401444,2221161 1725760 275876 496947 1384914 1157267 1711306 1990674 3497 1329844 858011 1390970 101927 855747 1800252 1768848 1563709 69296 278994 1111597 2050242 1340686 2069628 70978 848983 913684 747834 1408575 1380794 1622342 1234102 2026828 411138 1835717 120715 1235504 1934421 1626442 1360341 929401 1129236 932308 699388 2231401 2097198 1647648 1331263 1883274 284368 1425843 2241124 844049 1478308 1420816 1406298 2031280 664160 2071750 163682 1620832 745523 1169006 1129639 728448 1795651 2142088 2016992 1167811 869932 587442 665145 1089752 1316373 411558 122231 1455736 1984971 1153812 1318665 1552002 1758649 1429171 1311381 2132165 172621 405453 288601 1395678 863137 2172758 1067165 1825878 1995610 1368423 625573 1114490 1138522 165032 964542 848404 459244 100175 1512238 2056028 1857336 607773 49789 1191072 859133 1926453 933778 236030 1990047 42596 384901 146082 983934 1046352 474942 2011828 1977054 1693967 927954 2172691 1450189 1561421 458990 380371 380720 980734 430857 1430794 1883426 93057 1543710 1206306 1454872 1695442 1248496
1402109,767039 1582463 795134 1992052 792444 2159786 1675730 1947995 1821496 922599 409610 1586737 1311937 1964455 1980452 253916 159764
1402607,36596 1170529 833719 1017238 1908652 1233087 1462883 657336 2231109 1826820 1138132 703518 896459 2218280 701733 2048435 1077559 1738522 2226485 176894 1403828 378256 803949 428508 1690724 2050241 419380 31318 1849683 81094 1677389 553410 283141 2193425 1785832 964808 855418 1882718 630662 238961 2118488 59837 1769173 729106 1725631 252449 1900450 185455 312118 820481 993105 1427952 188238 82561 981256 395289 1085266 2228905 244820 94678 992036 1588615 1786877 651535 2143325 1233905 1616962 2034078 131602 2056103 1522271 3255 913070 109163 974972 384188 1024164 939741 1326350 1937165 1783269
1403524,1080121 1136701 2249754
1404253,808183 2212326 1838561 1949112 1362217 399717 1476630 115 387744 1113423 133385 778133 1202765 1949935 1546273 1799208 2137625 657933 687753 1821637 2139881 2051402 1411642 2179895 1340927 1027459 637553 775760 1885596 2025772 231257 1773499 1911309 249338 1431258 2002569 1660129 2239612 1949021 980814 2214030 1569770 1953222 1060545 227165 1833259 2179026 1282540 705144 253226 1522757 445900 2076272 1577463 673371 17959 1884601 2108526 214542 1284972 1917091 267307 303277 2214207 2059232 1398093 455104 1961533 1351217 185645 2017617 83312 1043252 347545 1580549 1655572 2203384 118919 2114731 1169767 2131641 443161 17198 1511819 1751670 366478 299949 1830788 1296237 1551347 300295 588979 1482058 1434495 889407 373140 615423 1477248 1088297 167556 1648695 1374254 2252024 361760 1238269 739533 2174692 802712 752327 1372788 321652 1104689 1882494 2137041 747674 2051666 1054103 808814 173928 282632 237138 1675235 1262871 1131325 2015957 427306 1383302 1623845 1684565 716222 246143 2016968 2013153 470974 1947989 833535 1073421 832776 128346 2208763 164210 1756619 2118620 579789 576721 403494 1624830 1992066 1612201 372892 1621533 361012 1787833 1285349 1483700 1140819 1508155 879130 399089 103833 1863496 1154721 1701831 1035134 830000 2141840 443872 400550 11560 1771596 1735880
1404333,1253655 2045272 181373 1995071 140275 1641130 302682 1442296 1697487 2016447 151235
1405511,1348614 1095985 431643 1352203 1065061
1409048,1867262 1867262 1995531 1040223 774860 1509560 1086416 340873 1658596 774860 1086416 1040223 1259500 1086416 340873 1259500 340873 1867262 774860 1658596 1995531 1995531 1040223 1658596 1259500
1409149,587291 560864 1536678 1519118 244313 1740078 2177745 1502303
1411201,334203 605813 628040 10483 2250661 723793 2196733 1942215 481394 994031 1224531
1412430,364570 829881 18349 1347046
1413693,1987805 2155324 872608 1903083 1699794 1347475 744397 648152 493026 1317705 1441101 778863 343648 195687 2004259 1620525 2059512 527206 1687414 105085 2172236 1786555 653871 166871 454711 427814 995826 1683567 2217028 292613 792069 1474333 1461098 1179365 1884619 627589 1691391 1722969 812982 1734206 591932 1122460 2071416 938539 947672 1138202 2136109 322268 1696669 396885 418118 189126 1912311 316957 1297790 1568038 1019319 449779
1416633,185800 1950958 84331 209376
1417598,1093748 950552 962397 2106134 2230090 28141 1319428 1304531 334653 691062 985442 168820 1770903 1253149 1257463 1381756 105044 1631217 758192 1247350 503655 253099 2094770 243810 131507 1142354 1560001 2154913 895199 1844378 1623002 1619219 206541 1839917 1515363 508535 1049248 991541 768694 2111019 255706 2102595 2001917 1307760 1771665 1804499 658337 2231756 551693 1873158 651499 2000600 1740997 608387 1037720 1734785 2103007 1750902 1938913 1901358 882429 1524803 1382755 1976119 1756069 1146695 867218 149101 1855181 173824 2229273 1799472 1110609 880294 315313 1642530 602266 1025525 1838405 1868785 2252566 1061004 1147717 2114690 263646 1516585 1214691 1655721 1553020 1585890 1543900 1822252 636261 1133358 1239693
1417676,1222675 1417865 1482856 1005871 378420 116753 1853545 1691075 584023 1759533 1481617 696985 870300 932549 1098876 1725560 1027107 1827543 2105071 848272 2166323 894578 635978 1732957 1446194 2177536 302473 2003874 42957 1713457 1588796 1914278 1307954 1137797 1041524 1413065 1466014 2254931 449210 1281003 835664 1401674 491765 51368 702611 835443 467329 2055336 2072374 2050063 815243 656984 1585020 807079 2092882 1821912 1303229 136803 455429 1079072 382691 802612 1844695 499852 1720282 1815817 2029719 101296 425207 134873 896204 1913492 1610911 647575 1159482 316316 1964681 1397915 479807 591602 862414 488470 1950406 1464399 218863 898968 1157131 575163 417776 381037 1486122 735981 113056 14266 1480862 1608286 1262212 1063831 481832 1302238 1172086 2168820 1380772 2117538 763103
1421539,291464 1117333 1209438 1792236 849620 314782 612104 822931 485503 972324 1239436 2177033 1589693 505732 1789678 1787387 44219 635042 1171595 847197 1846550 1851697 81588 1946531 1951118 349233 2186554 1406507 1258272 434081 1135017 1876864 2146589 2228197 1277056 977199 1325476 1962932 339266 1320548 70974 2100868 1005556 2253943 786583 246464 56908 1812181 480341 792815 114845 479165 1510254 1572992 2206701 1582326 59749 981930 471419 310618 736534 477424 927745 1795107 106772 350100 1060113 475676 1730345 1866497 1153707 96874 500602 1350047 2009730 975364 2085348 1127135 2235538 580684 1009118 435630 576438
1421771,1548394 1014053 973773 259235 1133291 1851348 1870734 1051687 2242881 1723822 1071018 1576852 890874 770300 211138
1423572,535634 1956456 434364 1371056 1063579 2178798 457002 1581133 2091425 222965 1613096 1500821 1018157 2086317 624168 362056 1232014 899452 1018936 1037430 1861156 1873539 1424403 359254 652270 1051753 640056 1872124 1749553 2095089 58112 2043064 449007 1675904
1425292,1017011 1482441 1860905 696976 1543225 858563 559719 362303 1824768 258845 1708720 1864763 1147958 1719319 293590 2011689 2058632 2029763 193179 2103563 2252447 1519438 1800930 879738 1901123 1214419 2192079 1291513 741657 1537633 1396007 1080527 1402623 825671 606837 942644 2005718 1650584 1803714 560771 843683 184585 728575 1917216 135429 1674132 957237 1222049 169846 1151186 838999 2169249 777970 1686018 246414 1764426
1426502,1133254 310204 488597 202534 1374238 1872788 687658 504807 1470398 1605496 1531884 1202926 1316324 1808220 1756882 1011137 1068211 2005005 19880 1529962 2065484 1286835
1430970,797175 324583 1202305 239183 170575 796223 1802823 953583 265475 782846
1431379,2165397 1402748 537716 42125 1633001 1927096 665602 344764 432130 1154284 879013 1376010
1431839,712287 854672 939519 760337 1982990 2101933 66988 780321 203242 267317 778078 339656 1005655 1937959 1265552 476589 464432 105622 82722 284840 67612 806067 1576581 1071722
1432189,1315806 1950238 2032636 349865 2027971 587816 548273 1350586 304147 486312 2032636 302995 486312 1208314 811566 2049336 1877920 1526451 1644861 2049336 587816 1069459 1389125 1714722 1125395 2068561 951350 1389125 332187 1644861 1877920 548273 2027971 1350586 1057955 1418508 905767 1418508 304147 1950238 1743757 903611 1405248 332187 1532396 905767 903611 1125395 1069459 761661 1150781 1315806 1714722 1150781 1532396 1743757 302995 761661 811566 951350 1208314 1366275 1405248 1057955 1366275
1433065,1150275 2065719 688932 1450686 592796 562481 1465524 589388 1006531 863715 1209281 1937810 480839 2108507 811866 1987949 141428 249705 1439995 201789 54452 1751775 566086 1858752 179222 821431 1054898 1994102 862213 196846 2011938 440848 1172529 505316 476691 513751 1130482 1811991 1324886 2234986 1585252 119913
1433511,986416 1917569 470397 2224876 263905 209997 1348732 584526
1434326,1961353 2098258 2220511 2185974 1545853 1534535 1229334
1436041,1275771 1930228 463127 808381 157662 1060058 399502 204053 1719552 1523966 243501 1359732 584690 1991403 2137590 1020265 357445 826223 2213174 1663708 485401 665663 2144308 1858412
1436617,282144 919933 477530 2033684 1598427 42239 385141 371102 512198 304214 1544931 1063220 1082802 1391637 1033148 1503218 1523001 57129 1602961 943716 825309 1256763 1206496 92492 351566 1002762 362137 331765 1631881 2208069 6527 621240
1437642,1524351 2043597 243590 797921 431162 1285547 1985810 1925019 818277 2036680 1554766 1498728 579403 1150922 1053647 499256 835347 379771 1453559 415714 428666 1991644 2242952 1645391 1515957 1443060 378674 758 16979 251756
1438164,1311646 865345 847769 132492 353376 847769 865345 822916 629389 1108690 132492 1108690
1440707,1978531 1792506 2050106 349693 1257029 564494 877983 705362 63685 2234819 398418 421129 1304077 249406 323782 628853 1784269 497270 942429 170363 1274699 632854 1743784 279962 247180 582220 676887 2074843 1383300 1571478 1584404 1041958 1077766 2243109 568780 2187160 469453 463030 596232 1207021 1461977
1440779,1406601 2135929 150759 2047552 1343430 958234 451734 1252467 503974 1645361 959355 1916289 2215121 935263 1270670 1384414 646178 2121282 623364 2069642 1448495 1618894 107121 159674 1414078
1441441,628625 525021 1918844 624345 1332018 1280261 1991749 818381 1991780 1362624 958076 1090634 1430292 1017288 698380 2066339 1530390 1660499 71405 2064435 2044638 1186738 139438 1417183 400067 2147307 1512315 1338660 382792 219725 1425920 1733732 1892820 206216 1637586 1733344 2107615 1142825 1018912 1419394 50812 64808 1307024 1205776 813905 959132 1202388 367751 1372362 1532993 2177947 129635 2258494 877970 2258725 2211549 1101024 2165121 421059 1051158 750688 1995279 1595810 1885960
1441742,1704398 339608 1992062 1704398 594547 1909870 1701927 36512 1740682 1980041 1394838 1060914 505155 505155
1443219,333914 1277059 1084593 56574 923270 2251878 479606 1832040 387635 903464 2136166 1783293 1089195 170584 947079 961881 2153200 89400 198561 923449 246162 1215195 1682616 564810 2250576 1283938 820243 698544 2094632 274673 624727 2176414 1398303 884304 65760 640703 1553520 909647 989161 819514 2204973 1852176 1780375 952706 567173 2014390 507073 323603 135888 209480 773705 1948729 117484 363688 2162109 1209759 1923053 1997827 746382 934367 584119 232515 750628 1830211 2147087 890524 1235755 1844391 32860 577782 1059611 186558 2248693 2106584 190632 289641 327973 101868 199354 1091757 800860 491036 2006607 2137358 139933 1672392 1308086 2224120 1837568 884794 942843 597896 1156948 2014346 1778061 422819 270971 566546 1181200 443096 568983 95334 1141142 76401 1010710 2037264 2238637 1938303 533901 99322 2120304 1721838 425357 1783095 1444680 1682440 2204433 1368184 350701 206458 2182603 483730 474703 95021 67278 673920 11519 672743 1997147 1001326 175933 1441992 1763322 1658214 46177 1869438 1485307 1555415 1360119 1341425 319507 1536974 1607683 1540236 723756 1940990 1199559 756025 554265 1750012 797790 275673 2080905 360285 105379 897185 768477 293274 2153003 1580832 517130 357896 2079556 833407 992213 2046171 1513757 471897 711418 1464028 1207000 129967 381564 1438530 1666449 651395 1857952 729578 894402 425288 128574 329861 1926899 1546085 1840193 623071 977169 484591 157666 1389928 213704 1087424 90519 1595802 690237 229818 1169815 761191 481691 1579800 1471282 1446926 592191 1764780 1329609 1429992 2143347 92316 630764 1357187 1556665 1877143 1458898 1614926 869735 2022909 1974717 2185600 1153016 70947 962004 1368683 1973116 262129 1556951 1414393 1829194 2192388 294898 606154 565895 1493827 273902 412491 1401980 534108 1565662 2130161 1748435 395797 1989525 1880298 2237431 903988 1323459 930753 2021025 1768213 689306 1150827 26673 1796996 512346 782107 1453890 138890 2192641 1485747 1200524 986991 111992 1394112 1689878 175827 233206 2195940 549909 302524 1910697 654202 2219536 1105751 1980694 1504701 1615806 49778 1239969 1318572 108728 131678 607580 890668 1678850 2200746 173825 1275969 1158127 1454761 2147971 1438529 1060552 1549270 2176368 1515138 1143746 223023 1738346 409490 961383 2220908 811452 930306 1844776 1127712 341319 2209978 3172 1482935 2081189 1009416 1295630 1651680 1891116 1043547 615520 254029 2051645 1407758 435588 1688712 1372250 2200713 1704783 1924300 1423431 1313189 1000678 1905267 998209 696251 1530329 234164 2181847 2220205 1938569 1813100 1688899 2036756 864362 1161275 1498658 1914865 217819 2086444 1953870 40324 1719424 819274 183281 1032307 580031 1955908 305828 154882 783308 951231 378423 912358 712740 2132779 297674 877165 160855 1654767 662910 1180872 678020 1562741 1749065 1171858 1602272 210619 1014102 295638 694022 1458151 2245199 1630596 1866174 1694558 2112425 2048396 1196747 1538132 26449 1414956 1934586 1098549 112055 45976 1998612 1277070 1329398 1851262 1243494 207351 872066 1007032 1276359 803806 990454 678225 205327 453159 616234 2251528 992624 1831224 939746 948479 953277 2190777 1820440 4158 1587087 506452 828351 1951233 1722054 2019328 934234 2075585 1115934 1080034 1871177 1543800 1110292 1913035 351862 261406 122897 1777168 320815 44927 132667 304378 1780998 1291204 1284705 1678487 1997100 907896 1215599 880182 1300572 1261079 1264937 420197 425201 1998201 2119698 1347025 1994496 996054 1527325 143128 128558
1445514,1013837 258450 1353171 357521 1304307 1411076 1008792 1214773 35076 1058686 1802854 425752 324344 1241704 2069563 2031465 218279 599949 1615432 2184844 566288 638577 2149331 1856826 2047632 1865541 1560623 1775407 460065 288387 1789187 970689 757087 2145884 1073388 549030 788323 1778353 1023341 1291944 758033 402296 551811 1928072 1460649 677438 1000803 1298638 1199475 1294575 1108076 807679 1958809 1208868 2136966 1106529 1789464 1834324 1051982 154839 548518 1922607 1475150 115154 1680566 896516 185885 575526 1079466 1833359
1446386,893681 1994944 776541 1913136 68153 470065 444180 662050 2029904 1808679 1911992 1461129 1067443 540601 991219 1921840 1032985 352924 1401803 381999 176487 704549 1491388 1304415 869953 2163257 689828 460162 1340422 1973622 628213 1069208 2202220 1570459 747253 1851438 1994595 274114 907192 236075 648690 67874 484762 1883869 1323801 1788585 1211465 170499 1580739 311513 1660647 1220991 2138149 1591882 1534906 18600 32638 1546307 1030302 1735945 1842658 1250339 376281 699752 35156 1416936 1236341 1187673 767770 459631 2041349 382338 503252 684965 1800963 2072810 1735021 755544 85658 1712719 25339 2202426 1311915 988766 310669 1196308 1436302 1897963 2090925 1484282 19647 572426 1680619 1855815 631860 361329 1081085 2162895 129253 553393 440110 729615 147737 2082225 1133073 1228628 2159352 1901422 1808425 2157758 1014711 206147 2207423 641602 1723362 165697 1446637 1836113 1718529 1984794 2203058
1447181,239589 2204832 764176 1372549 2166825 287480 1351637 453492 79649 1236111 1143252 1640680 116274 2228697 2249705 1342900 277440 10261 1774442 736140 1196548 1572238 1217690 1450560 570929 441818 1845532 1281204 2054025 1382203 2154700 917560 1674894 1451959 815141 209167 114889 1911093 1704021 399345 1439131 368071 728335 241004 1608660 1769054 541836 77459 786607 282192 717899 1324011 1595211 558454 850970 944338 365893 1949630 425853 1591837 1751230 989292 784712 1123939 1874596 555245 376097 2017696 845707 1839876 2222996 1757613 1822856 1615201 1011290 616028 151756 1495498 2228440 152781 773902 1841516 2183370 1911717 632001 1339076 452180 1247836 2138733 1779703 2073671 1041057 175609 1210225 1570364 1157773 1687871 571620 924679 23754 1204947 1426362 999435 835781 856593 589292 1408221 431075 491736 777691 948853 2235559 920367 1733095 2043132 12581 1752290 2150054 2037278 1697840 96140 679750 1897936 390650 275803 675761 688964 644656 1104207 1307185 485894 661041 1113763 3316 1001430 965730 1075431 306462 1700851 1447645 1184202 1760212
1449997,284416 100922 740570 911506 1197674 294614 505648 1956006 1148497 1619770 781436 1539429 1311344 140233 1896408 1469797 1565222 1783148 1258401 1097999 1722180 1451236 977723 2239685 1886337 932100 1631830 57616 882996 1298837 19685 2193101 1184114 131780 1573557 1403571 610954 997095 745076 1421643 530917 2095772 1009518 1718292 2092083 792080 110464 415226 1392515 1352391 1512168 2105911 705603 514773 2104398 1996329 68165 1023448 1346062 2169229 1589355 2246338 942094 367603 2020270 1084472 120646 1310231 1169850 2238546 809918 836226 817651 347655 1566195 1279978 1351112 640020 794032 200180 1314969 2017920 1144918 1266168 2226595 564160 800233 1064641 1361252 960257 398755 677302 178846 1791967 1829174 377119 533284 1874320 1122925 862109 499044 1796006 1565250 1878055 2234715 1434269 2068775 584145 119775 10821 2256027 1037916 486709 593640 1324722 1212140 557671 846769 1084010 1582153 1481422 1336240 1996679 249384 416445 184116 1108879 679601 1257143 1518830 1249533 359251 1808375 508399 1152366 1865740 1608550 2221775 2104115 777932 2166429 136615 1878050 948733 1134778 233113 1233667 150678 949588 534272 1517321 308173 1047263 373182 825094 506329 1139898 521425 1274537 1146998 296180 1938822 1280506 177868 656215 2014781 49808 1638716 466488 1378307 1036947 200929 2199312 615668 1844581 1755607 309836 105701 1726513 1497272 983689 4449 1428408 2076475 1138254 830901 1005650 2086480 474284 639893 1280836 18780 491778 1778740 231011 180935 1528971 1737646 341631 903714 673101 2069163 1098736 386399 121710 2258855 769393 1289494 2117011 1767949 568550 1926804 1635899 987501 664519 56620 1167317 1654274 1610730 949419 889233 1877715 2099907 1272178 907858 2155392 1919320 1965371 1782311 2227394 91303 892111 519686 1548583 1105980 1156673 1820969 1998497 1526929 1133014 2208799 854665 722753 1123626 435540 783621 1280735 1108868 1775141 2011324 2154495 92678 1353610 239245 362613 406487 1389825 1268714 712114 514112 1860361 2141453 910361 1573677 2217498 1493539 462957 279430 1350192 1629445 2175781 325566 1860884 901232 621494 1569718 1118986 1385325 573804 1463279 1484544 278509 1730862 228628 2142830 1818632 581863 1257890 1349016 890376 1377750 634800 1139266 1703897 1030570 708423 801692
1450880,1737629 920674 399441 427331 377871 7098 76408 188000 1335446 1917662 585620 1516784 1978510 1852476 796328 967796 227740 1952654 1387354 1456123 973867 770077 2048092 1873800 1448335 2110358 1097328 263745 1154961 2142693 630407 783297 1294779 2168479 2059028 2040103 95089 1269843 486526 2041822 1352118 1717655 172151 1367030 1760508 890256 808505 2048092 1737505 1041256 1355193 1465330 2036159 164994 957874 292858 1178825 2059383 950375 1487024 1471223 370301 115046 2143350 1870708 1469774 312060 773362 1556452 773992 377871 1390150 448406 641541 1559696 1846535 1810616 1475222 1468566 652880 1223968 1630919 970105 1269395 1461411 1919753 1134926 859585 316215 38978 114214 68112 1487024 930934 1813917 424253 244315 1453260 1164813 117625 1418349 1640267 847582 202885 1735294 20027 1606693 2026771 2042781 2248238 315376 535528 929696 1461411 967796 2089058 1266919 1751420 1135445 1235979 442964 1321837 295336 227740 1815798 1469133 144821 2255093 803504 1162413 613064 1118672 1803776
1455513,1539099 1061970 1733540 1216206 877703 1701427 1239391 2155144 1098909 538211 2178086 1333793 720799 1821600 1944609 1658389 1250922 1784892 1424663 1081463 154431 2059688 929834 2047128 1496714 1077297
1455531,543252 333406 1342177 1164310 1129266 712626 1590556 1568405 1678650 1120715 1840309 2189235 790358 79961 1654373 935253 1506172 2221460 563723 640768 2059569 1546029 166991 690425 483552 1963200 123866 61350 1995934 845146 898913 758047 2105002 1287201 29292 157742 65131 1255560 1327204 541056 2232959 1494252 1616495 2107727 350973 1550358 2250495 1044682 1862595 1559621 748185 1350403 1512037 72544
1456785,767463 1842313 683640 561692 299815 1615641 1621554 1289073 1428348 878347 1127040 1650629 2131358 1237041 661210 1188736 1775153
1457375,1204447 2019816 2232129 2067239 1526137 998835 594576 43928 1329928 635640 2171636 404418 1085939 1596618 1411433 394730 1142658 941890 1634953 370802 1079868 70440 130197 1413590 1503849 192659 1135995 853772 40203 2020713 1682613 1861341 529694 1916355 1596114 1315219 1939075 189208 1848380 873212
1458816,184751 998794 222860 565220 2190983 856442 1426131 859791 1716090
1460625,1568919 160263 1862372 567260 1903829 1454796 1216329 32323 335476 864031
1461415,1828194 414341 810106 1850011 1475259 1805404 1378980 738959 1595134 2085575 1412760 1063137 546393 137491 945368 869262 1852343 2013035 1072990 54863 228433 161193 116346 2130418 788001 1066839 700161 1500310 741481 424449 1840096 1639695 968967 1450961 697796 2225723 1329107 1943839 733967 1988976 2225508 1723667 1137966 540989 376333 1051724 811821 1687773 788389 1590968 74530 1912918 1150052 1986603 552099 1756391 1223906 984842 74725
1461603,1287664 868560 69046 2151283 2160029 1750056 2207915 726458 492119 402427 482209 573828 2013984 1668395 1372849 1690685 142751 2109157 2038919 778728 1577631 1465438 1153298 2168939 277805 2245799 1742155 146078 2073646 2245689 395794 1580424 2168656 1598854 1992319 2102512 1942797 2088448 2000250 646317 1041202 115932 1838834 334535 1081555 1804816 475028 2093978 26968 1051484 770645 755862 2013836 630101 1123094 454357 1789672 92603 2226818 606045 1997648 2084243 1294328 916948 2002116 2086629 1840489 245865 1577633 1534397 202179 596442 829123 899980 1809291 886454 1247049 245179 927582 2111654 2109157 1315053 30368 1080922 1431763 1966272 2138171 364109 1521220 2174003 1780033 1438817 1378393 803441 421260 388239 835847 478551 179036
1462003,1850263 551799 1156115 831069 1618443 1842942 600483 2056230 327695 394437 13730 219371 1632320 2058815 978341 1193893 1751484 1925191 1943369 1988282 2243513 1068556 1118609 1741178 1704107 1433546 1037581 2211145 248395 989026 969305 310216 1536402 2061096 1377044 1883283 338937 1134532 762307 838331 149817 2105821 1522741 509795 184336 1249599 2001905 1785249 2256343
1463727,1466861 1251887
1465081,802908 1308910 224850 248341 174153 771750 2071412 367727 1682163 925070 513676 1831029 1330243 26677 1967002 1302788 104399 1883205 902337 1740042 1712483 2211195 1354180 1029103 1166043 2042789 1605230 800077 1485421 287528 1732457 2185338 621174 766027 2182497 1838854 531061 98945 369308 481406 355441 726055 1645362 2035963 1870618 600277 2142175 41449 235102 1270126 735920 330608 1130733 314741 1351791 1763670 992296 165638 1615012 1593085 1229482 1721069 2125658 194554 836219 24183 2020559 2231733 268829 1870329 1444435 1381128 1244812 1733010 882572 619878 2039016 1926374 492665 1016647 586987 268926 1866022 1873324 852351 804223 1210057 207927 2098114 1760403 610614 1241780 1433627 413461 1846078 28318 2155446 1099999 1250993 1949734 711346 549995 100723 117749 1001417
1467800,1126141 1333703 1420796 2204556 1203199 1916482 376187 1680985 128233 1056959 1137580 1140971 169389 2048770 1882279 1265570 1775461 799228 1822939 998334 1435757 227761 1855001 1600939 1400844 1885285 603947 2011016 1596651 439841
1469100,1600717 401824 1527483 1844735 96278 1165133 2019662 366445 938953 1302528 1103842 1450617 2148281 1347716 228304 1512526 1937631 567436 1895694 2100321 1171164 920692 1683710 1224322 389579 1181598 1035928 450950 205769 1610966 1067698
1471184,681000 900782 2119528 1003258 1263094 1264532 1650509 1662693 1179110 12177 894107 453533 1662693 2204389 1258125 266654 1003258 104780 541718 266654 1198963 567673 541718 2238369 1204198 436219 1258125 104780 375805 2238369 1061089 436219 681000 894107 2116249 1762727 2119528 567673 106294 106294 1762727 2239281 12177 453533
1472821,1067208 1190011 721329 753230 400596 739330 461826 2161641 602815 1016373 263190 1630287 352439 1509763 947080 1063241 377032 2188695 43553 817926 2081355 191458 2131826 1604201 369523 1089604 1534136 644483 2220769 2158067 75341 1307362 653813 1444663 1111453 294270 679346 854263 236485 225027 2073757 1117419 1768632 694200 1551322 445631 2218355 2187783 973120 1232711 483014 2060475 2166221 291832 1542476 2235833 22741 777862 155859 799690 108251 635489 1612204 1781139 2228806 1085271 49568 2045328 863240 171564 444201 155886 1743071 2254 1951510 2250343 523619 531746 2000169 2162398 1547303 1640950 49561
1472986,1157311 133517 967530 1924668 182316 1839128 2182777 123513 1415259 1329734 1007010 40110 360472 1077422 246524 787534 27535 651622 2168856 927219 1228724 732050 1091015 1329950 787534 2044859 1171758 1094751 1435186 1768861 733937 1608690 74755 1258837 1010392 632381 1885170 385531 1696459 1022845 787534 1326005 2157213 2179519 358756 2002383 681552 1513376 1604511
